model,sample_size,mean,std,count
TP-GMM additive,8,0.024597359276494465,0.000584353827698914,18
TP-GMM SE(2),8,0.02602289923027946,0.0013259063144436488,18
TP-GMM additive,15,0.004128504404402712,0.00034233615402820734,18
TP-GMM SE(2),15,0.003920774192376602,0.0018738956396301553,18
TP-GMM additive,30,0.003867445900876661,0.00014280499846689934,18
TP-GMM SE(2),30,0.0038427174503482433,0.001466453855538376,18
